DateTime,BasicIncidentType,BasicPropertyUse,CivilianCasualtySeverity,CauseOfInjury,HumanFactorsContributingToInjury,ActivityWhenInjured,AreaOfFireOrigin,CauseOfIgnition,DetectorPresence,FireJurisdictionBoundaries,CivilianCasualtyCount
5/22/19 23:50,111 - Building fire,331 - Hospital - medical or psychiatric,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Treatment - first aid area, surgery area",Unintentional,1 - Present,Portland Fire & Rescue,1
5/25/19 1:52,131 - Passenger vehicle fire,"960 - Street, other",Moderate,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Portland Fire & Rescue,1
5/25/19 11:02,111 - Building fire,"449 - Hotel/motel, commercial",Minor,N - Not Reported,Not Reported,Not Reported,"Laundry area, wash house (laundry)",Unintentional,N - None present,Tualatin Valley Fire & Rescue,1
5/25/19 11:02,111 - Building fire,"449 - Hotel/motel, commercial",Minor,N - Not Reported,Not Reported,Not Reported,"Laundry area, wash house (laundry)",Unintentional,N - None present,Tualatin Valley Fire & Rescue,1
5/29/19 11:33,"113 - Cooking fire, confined to container","700 - Manufacturing, Processing",Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Function areas, other",Unintentional,N - None present,Portland Fire & Rescue,1
6/1/19 14:44,131 - Passenger vehicle fire,419 - 1 or 2 family dwelling,Undetermined,1 - Exposed to fire products,None,Fire control,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Tualatin Valley Fire & Rescue,1
6/5/19 16:56,622 - No incident found on arrival at dispatch address,"946 - Lake, river, stream",Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,Sweet Home Fire & Ambulance District,1
6/6/19 13:15,111 - Building fire,"557 - Personal service, including barber & beauty shops",Moderate,1 - Exposed to fire products,None,Fire control,Office,Unintentional,N - None present,Tualatin Valley Fire & Rescue,1
6/7/19 21:29,111 - Building fire,"900 - Outside or special property, other",Fatality,N - Not Reported,None,Not Reported,"Vehicle storage area; garage, carport",Cause undetermined after investigation,N - None present,Portland Fire & Rescue,1
6/11/19 11:50,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Portland Fire & Rescue,1
6/13/19 20:02,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,"Possibly mentally disabled,Physically disabled,Unattended or unsupervised person","Activity, other","Cooking area, kitchen",Unintentional,1 - Present,Clackamas Fire District #1,1
6/14/19 5:22,"160 - Special outside fire, other",419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,Not Reported,Escaping,"Outside area, other",Cause undetermined after investigation,N - Not Reported,Marion County Fire District No.1,1
6/17/19 15:34,121 - Fire in mobile home used as fixed residence,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Physically disabled,Escaping,"Common room, den, family room, living room, lounge",Cause undetermined after investigation,U - Undetermined,Tualatin Valley Fire & Rescue,1
6/18/19 20:09,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Vehicle storage area; garage, carport",Cause undetermined after investigation,1 - Present,Tualatin Valley Fire & Rescue,1
6/18/19 20:09,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Vehicle storage area; garage, carport",Cause undetermined after investigation,1 - Present,Tualatin Valley Fire & Rescue,1
6/19/19 20:12,111 - Building fire,808 - Outbuilding or shed,Minor,N - Not Reported,Not Reported,Not Reported,Storage: supplies or tools; dead storage,Unintentional,N - None present,Columbia River Fire & Rescue,1
6/20/19 10:31,111 - Building fire,"579 - Motor vehicle or boat sales, services, repair",Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Maintenance shop or area, paint shop or area",Unintentional,1 - Present,Portland Fire & Rescue,1
6/22/19 19:50,"113 - Cooking fire, confined to container","400 - Residential, other",Moderate,N - Not Reported,Not Reported,Not Reported,Other area of fire origin,Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
6/24/19 0:40,111 - Building fire,429 - Multifamily dwelling,Severe,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,"Cooking area, kitchen",Unintentional,N - None present,Portland Fire & Rescue,1
6/24/19 16:10,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,N - Not Reported,None,Not Reported,Undetermined,Cause undetermined after investigation,1 - Present,Santa Clara RFPD,1
6/25/19 11:41,111 - Building fire,"439 - Boarding/rooming house, residential hotels",Fatality,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
6/28/19 3:40,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
6/28/19 13:20,"151 - Outside rubbish, trash or waste fire",931 - Open land or field,Minor,7 - Struck by or contact with object,None,Fire control,"Outside area, other",Unintentional,N - Not Reported,No District,1
7/1/19 9:45,"114 - Chimney or flue fire, confined to chimney or flue","700 - Manufacturing, Processing",Minor,"0 - Cause of injury, other",Possibly mentally disabled,"Activity, other","Function areas, other",Unintentional,1 - Present,Portland Fire & Rescue,1
7/2/19 3:33,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Fire control,Wall surface: exterior,Cause undetermined after investigation,1 - Present,Salem Fire Department,1
7/2/19 20:18,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Portland Fire & Rescue,1
7/3/19 4:20,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,Possibly impaired by alcohol,Undetermined,"Function areas, other",Cause under investigation,N - None present,Elgin RFPD,1
7/4/19 23:49,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Not Reported,"Vehicle storage area; garage, carport",Unintentional,1 - Present,Bend Fire Department,1
7/5/19 3:46,111 - Building fire,419 - 1 or 2 family dwelling,Severe,3 - Jumped in escape attempt,Possibly mentally disabled,Escaping,"Exterior stairway, ramp, or fire escape",Cause under investigation,1 - Present,Portland Fire & Rescue,1
7/5/19 3:46,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,3 - Jumped in escape attempt,Possibly mentally disabled,Escaping,"Exterior stairway, ramp, or fire escape",Cause under investigation,1 - Present,Portland Fire & Rescue,1
7/5/19 3:46,111 - Building fire,419 - 1 or 2 family dwelling,Minor,5 - Caught or trapped,Possibly mentally disabled,Escaping,"Exterior stairway, ramp, or fire escape",Cause under investigation,1 - Present,Portland Fire & Rescue,1
7/6/19 6:48,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,None,Undetermined,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
7/6/19 15:47,131 - Passenger vehicle fire,U - Unknown,Minor,1 - Exposed to fire products,None,"Activity, other",Not Reported,Unintentional,N - Not Reported,Medford Fire Department,1
7/9/19 0:30,163 - Outside gas or vapor combustion explosion,"900 - Outside or special property, other",Moderate,1 - Exposed to fire products,None,Undetermined,"Highway, parking lot, street: on or near",Unintentional,N - Not Reported,Portland Fire & Rescue,1
7/9/19 11:11,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Unintentional,1 - Present,Jackson County Fire District #3,1
7/10/19 0:55,131 - Passenger vehicle fire,"962 - Residential street, road or residential driveway",Moderate,1 - Exposed to fire products,None,Fire control,Cargo/trunk area-all vehicles,Unintentional,N - Not Reported,Portland Fire & Rescue,1
7/11/19 0:57,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,Possibly impaired by alcohol,Escaping,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Salem Fire Department,1
7/12/19 7:17,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,Office,Cause under investigation,1 - Present,Gresham Fire Department,1
7/12/19 7:17,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,Office,Cause under investigation,1 - Present,Gresham Fire Department,1
7/12/19 7:17,111 - Building fire,419 - 1 or 2 family dwelling,Severe,1 - Exposed to fire products,None,Not Reported,Office,Cause under investigation,1 - Present,Gresham Fire Department,1
7/12/19 7:17,111 - Building fire,419 - 1 or 2 family dwelling,Severe,1 - Exposed to fire products,None,Not Reported,Office,Cause under investigation,1 - Present,Gresham Fire Department,1
7/12/19 7:17,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,None,Not Reported,Office,Cause under investigation,1 - Present,Gresham Fire Department,1
7/13/19 19:18,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Fire control,"Records storage room, storage vault",Unintentional,N - None present,Jackson County Fire District #3,1
7/13/19 19:21,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Possibly mentally disabled,Unable to act,"Cooking area, kitchen",Unintentional,1 - Present,Baker City FD,1
7/14/19 2:29,111 - Building fire,429 - Multifamily dwelling,Minor,U - Undetermined,None,Escaping,"Common room, den, family room, living room, lounge",Unintentional,1 - Present,Salem Fire Department,1
7/14/19 9:26,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,Not Reported,Sleeping,"Attic: vacant, crawl space above top story",Failure of equipment or heat source,N - None present,Keizer Fire District,1
7/15/19 2:59,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,Possibly impaired by other drug or chemical,Returning to vicinity of fire before control of fire,"Bathroom, checkroom, lavatory, locker room",Unintentional,N - None present,Riddle Fire District,1
7/24/19 15:17,142 - Brush or brush-and-grass mixture fire,938 - Graded and cared-for plots of land,Moderate,1 - Exposed to fire products,None,Fire control,"Open area, outside; included are farmland, field",Cause undetermined after investigation,N - Not Reported,Salem Fire Department,1
7/25/19 0:27,"122 - Fire in motor home, camper, recreational vehicle",419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Rescue attempt,"Exterior, exposed surface",Cause undetermined after investigation,1 - Present,Stayton Fire District,1
7/26/19 14:18,143 - Grass fire,961 - Highway or divided highway,Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Highway, parking lot, street: on or near",Unintentional,N - Not Reported,Portland Fire & Rescue,1
7/26/19 23:54,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,"Possibly impaired by alcohol,Possibly mentally disabled",Returning to vicinity of fire before control of fire,"Cooking area, kitchen",Unintentional,N - None present,Idanha-Detroit RFPD,1
7/31/19 0:30,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Escaping,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Salem Fire Department,1
8/4/19 1:50,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Possibly impaired by alcohol,Possibly impaired by other drug or chemical",Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Roseburg Fire Department,1
8/6/19 16:06,121 - Fire in mobile home used as fixed residence,419 - 1 or 2 family dwelling,Moderate,"0 - Cause of injury, other",Not Reported,"Activity, other","Bathroom, checkroom, lavatory, locker room",Unintentional,U - Undetermined,Stayton Fire District,1
8/7/19 14:01,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,"Entranceway, lobby",Intentional,U - Undetermined,Bandon RFPD,1
8/11/19 19:27,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
8/11/19 19:27,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
8/14/19 8:38,163 - Outside gas or vapor combustion explosion,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,Other area of fire origin,Unintentional,N - Not Reported,Columbia River Fire & Rescue,1
8/15/19 15:21,1421 - Barkdust fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,None,Fire control,"Courtyard, patio, terrace",Cause undetermined after investigation,N - Not Reported,Bend Fire Department,1
8/16/19 11:49,131 - Passenger vehicle fire,965 - Vehicle parking area,Minor,1 - Exposed to fire products,Not Reported,Rescue attempt,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Stayton Fire District,1
8/20/19 18:41,112 - Fires in structure other than in a building,419 - 1 or 2 family dwelling,Moderate,N - Not Reported,None,Not Reported,"Courtyard, patio, terrace",Unintentional,N - Not Reported,Tualatin Valley Fire & Rescue,1
8/20/19 19:22,"113 - Cooking fire, confined to container",419 - 1 or 2 family dwelling,Moderate,"0 - Cause of injury, other",Possibly mentally disabled,Undetermined,"Cooking area, kitchen",Unintentional,1 - Present,Portland Fire & Rescue,1
8/21/19 20:43,132 - Road freight or transport vehicle fire,961 - Highway or divided highway,Fatality,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Portland Fire & Rescue,1
